location,size,total_sqft,bath,price,BHK,price_per_sqft
other,1 BHK,834.0,1.0,60.0,1.0,7194.244604316546
other,3 Bedroom,1125.0,4.0,70.0,3.0,6222.222222222223
Arekere,3 BHK,2060.0,3.0,140.0,3.0,6796.116504854369
Gottigere,2 BHK,891.0,2.0,25.0,2.0,2805.8361391694725
Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,49.07,2.0,4330.979699911739
other,4 BHK,3000.0,5.0,260.0,4.0,8666.666666666666
Vidyaranyapura,2 BHK,1200.0,2.0,55.0,2.0,4583.333333333333
Kaggadasapura,2 BHK,1140.0,2.0,40.0,2.0,3508.771929824561
Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,42.0,2.0,3853.211009174312
Whitefield,4 BHK,4104.0,4.0,360.0,4.0,8771.929824561403
Whitefield,3 BHK,1790.0,3.0,100.0,3.0,5586.592178770949
Hebbal,3 BHK,1920.0,3.0,134.0,3.0,6979.166666666667
HRBR Layout,2 BHK,1374.0,2.0,95.0,2.0,6914.119359534207
Bannerghatta Road,3 BHK,1445.0,3.0,95.0,3.0,6574.39446366782
Kanakapura,1 BHK,711.0,1.0,36.0,1.0,5063.291139240507
Tumkur Road,3 BHK,1500.0,3.0,95.0,3.0,6333.333333333333
Whitefield,3 BHK,1720.0,3.0,100.0,3.0,5813.953488372093
Vasanthapura,3 BHK,1400.0,3.0,60.0,3.0,4285.714285714285
Kundalahalli,2 BHK,1030.0,2.0,49.0,2.0,4757.281553398058
Mysore Road,2 BHK,1200.0,2.0,85.0,2.0,7083.333333333333
other,3 BHK,1375.0,3.0,70.0,3.0,5090.909090909091
Hegde Nagar,2 Bedroom,1050.0,1.0,56.0,2.0,5333.333333333333
Jalahalli,3 BHK,2250.0,3.0,160.0,3.0,7111.111111111111
Bellandur,2 BHK,1000.0,2.0,50.0,2.0,5000.0
other,1 BHK,469.0,1.0,25.0,1.0,5330.490405117271
Marathahalli,4 BHK,3800.0,4.0,250.0,4.0,6578.9473684210525
Kambipura,2 BHK,883.0,2.0,29.0,2.0,3284.2582106455266
GM Palaya,3 BHK,1820.0,2.0,86.0,3.0,4725.274725274725
Singasandra,3 BHK,1440.0,2.0,65.0,3.0,4513.888888888889
Mahadevpura,2 BHK,1225.0,2.0,48.0,2.0,3918.367346938776
Chikkalasandra,2 BHK,875.0,2.0,52.8,2.0,6034.285714285715
Jalahalli East,1 BHK,750.0,1.0,40.0,1.0,5333.333333333333
6th Phase JP Nagar,2 BHK,1180.0,2.0,80.0,2.0,6779.661016949152
Haralur Road,2 BHK,1194.0,2.0,47.0,2.0,3936.348408710218
Sarjapur,2 BHK,1128.0,2.0,60.0,2.0,5319.148936170212
Hebbal,3 BHK,1500.0,3.0,150.0,3.0,10000.0
Bommasandra,3 BHK,1200.0,3.0,46.0,3.0,3833.3333333333335
Haralur Road,4 BHK,3385.0,5.0,260.0,4.0,7680.945347119646
Horamavu Agara,2 BHK,1200.0,2.0,45.0,2.0,3750.0
Raja Rajeshwari Nagar,2 BHK,1260.0,2.0,67.39,2.0,5348.412698412699
Indira Nagar,4 Bedroom,2200.0,4.0,200.0,4.0,9090.90909090909
Bisuvanahalli,3 BHK,1075.0,2.0,45.0,3.0,4186.046511627907
Thanisandra,3 BHK,1702.0,3.0,130.0,3.0,7638.07285546416
Raja Rajeshwari Nagar,2 BHK,1141.0,2.0,38.55,2.0,3378.615249780893
other,3 BHK,2072.0,3.0,108.0,3.0,5212.355212355213
other,3 Bedroom,1200.0,2.0,70.0,3.0,5833.333333333333
other,3 BHK,1350.0,3.0,77.0,3.0,5703.703703703704
other,3 BHK,1180.0,2.0,78.34,3.0,6638.983050847458
other,2 BHK,1355.0,2.0,115.0,2.0,8487.084870848708
other,1 Bedroom,600.0,1.0,50.0,1.0,8333.333333333334
Bannerghatta Road,3 BHK,1640.0,2.0,120.0,3.0,7317.073170731707
Kodichikkanahalli,3 BHK,1190.0,2.0,57.0,3.0,4789.915966386555
Marathahalli,2 BHK,1019.0,2.0,49.85,2.0,4892.051030421982
other,3 BHK,1875.0,3.0,165.0,3.0,8800.0
Lingadheeranahalli,3 BHK,1683.0,3.0,109.0,3.0,6476.5300059417705
Kaggadasapura,3 BHK,1515.0,3.0,83.3,3.0,5498.349834983498
Varthur Road,2 BHK,1083.0,2.0,61.75,2.0,5701.754385964912
other,2 Bedroom,600.0,2.0,55.0,2.0,9166.666666666666
other,3 BHK,2300.0,3.0,120.0,3.0,5217.391304347826
other,3 BHK,1750.0,3.0,120.0,3.0,6857.142857142857
Anjanapura,3 Bedroom,1500.0,3.0,139.0,3.0,9266.666666666666
Abbigere,2 BHK,985.0,2.0,40.39,2.0,4100.507614213198
Tindlu,3 Bedroom,1500.0,2.0,87.0,3.0,5800.0
other,3 Bedroom,1092.0,2.0,98.5,3.0,9020.14652014652
Electronic City Phase II,2 BHK,1090.0,2.0,28.34,2.0,2600.0
Hennur Road,3 Bedroom,2264.0,3.0,159.0,3.0,7022.968197879859
Kammasandra,2 BHK,810.0,2.0,24.5,2.0,3024.6913580246915
Hebbal,2 BHK,1337.0,2.0,82.0,2.0,6133.1338818249815
Chandapura,2 BHK,1200.0,2.0,32.0,2.0,2666.6666666666665
Koramangala,3 BHK,1580.0,3.0,160.0,3.0,10126.582278481012
Whitefield,3 BHK,1640.0,4.0,91.0,3.0,5548.780487804878
Gubbalala,3 BHK,1470.0,2.0,82.0,3.0,5578.231292517007
7th Phase JP Nagar,2 BHK,1050.0,2.0,71.0,2.0,6761.9047619047615
Bannerghatta Road,3 BHK,1460.0,2.0,90.0,3.0,6164.383561643836
Hulimavu,3 BHK,1823.0,3.0,100.0,3.0,5485.463521667581
Parappana Agrahara,4 Bedroom,1200.0,3.0,85.0,4.0,7083.333333333333
Jakkur,3 BHK,1590.0,2.0,125.0,3.0,7861.635220125786
Haralur Road,2 BHK,1202.0,2.0,53.0,2.0,4409.317803660566
other,2 BHK,1200.0,2.0,62.5,2.0,5208.333333333333
Panathur,3 BHK,1688.0,3.0,118.0,3.0,6990.521327014218
Kaval Byrasandra,2 BHK,1020.0,2.0,52.0,2.0,5098.0392156862745
Sarjapur,2 BHK,1185.0,2.0,47.0,2.0,3966.244725738397
Ramagondanahalli,2 BHK,1235.0,2.0,52.04,2.0,4213.765182186235
Banashankari,2 BHK,1077.0,2.0,37.64,2.0,3494.8932219127205
Kengeri Satellite Town,3 BHK,1415.0,2.0,66.0,3.0,4664.310954063604
EPIP Zone,3 BHK,2330.0,3.0,162.0,3.0,6952.789699570815
other,1 BHK,425.0,1.0,20.03,1.0,4712.941176470588
Anekal,2 BHK,656.0,2.0,22.0,2.0,3353.6585365853657
Mahadevpura,2 BHK,1150.0,2.0,52.0,2.0,4521.739130434783
other,1 Bedroom,600.0,1.0,60.0,1.0,10000.0
other,2 BHK,1468.0,2.0,140.0,2.0,9536.784741144416
Whitefield,3 BHK,2280.0,4.0,126.0,3.0,5526.315789473684
Hegde Nagar,2 BHK,1341.0,2.0,97.0,2.0,7233.407904548844
Jakkur,2 BHK,1279.0,2.0,77.0,2.0,6020.3283815480845
Electronic City Phase II,4 BHK,2225.0,4.0,98.88,4.0,4444.044943820225
Kudlu,2 BHK,1152.0,2.0,53.5,2.0,4644.097222222223
Hulimavu,2 BHK,1300.0,2.0,36.0,2.0,2769.230769230769
Varthur Road,4 Bedroom,2760.0,4.0,155.0,4.0,5615.942028985507
5th Phase JP Nagar,2 BHK,1070.0,2.0,39.0,2.0,3644.859813084112
Uttarahalli,2 BHK,1101.0,2.0,45.0,2.0,4087.193460490463
other,2 BHK,775.0,2.0,55.0,2.0,7096.774193548387
Yeshwanthpur,1 BHK,667.0,1.0,36.85,1.0,5524.737631184408
Electronic City,2 BHK,1070.0,2.0,55.0,2.0,5140.186915887851
Kundalahalli,2 BHK,735.0,2.0,57.99,2.0,7889.795918367346
Marathahalli,2 BHK,1215.0,2.0,67.0,2.0,5514.40329218107
Vishwapriya Layout,2 BHK,820.0,2.0,30.0,2.0,3658.5365853658536
Banashankari Stage VI,2 BHK,1177.5,2.0,59.935,2.0,5090.0212314225055
Battarahalli,3 BHK,1779.0,3.0,89.61,3.0,5037.099494097808
other,2 BHK,1105.0,2.0,58.0,2.0,5248.868778280543
Jalahalli,2 BHK,1694.0,2.0,150.0,2.0,8854.78158205431
Hosakerehalli,3 BHK,2376.0,3.0,203.0,3.0,8543.771043771043
Cox Town,3 BHK,1975.0,3.0,150.0,3.0,7594.93670886076
Kammasandra,2 BHK,674.0,2.0,33.0,2.0,4896.142433234421
Kaggadasapura,2 BHK,1185.0,2.0,41.0,2.0,3459.915611814346
Thanisandra,1 RK,445.0,1.0,28.0,1.0,6292.134831460674
HSR Layout,3 BHK,1475.0,3.0,75.0,3.0,5084.745762711865
Gottigere,3 BHK,1618.0,3.0,82.5,3.0,5098.887515451174
Koramangala,2 BHK,1120.0,2.0,65.0,2.0,5803.571428571428
Marathahalli,4 BHK,2181.0,3.0,152.0,4.0,6969.280146721688
Vidyaranyapura,4 Bedroom,1200.0,4.0,90.0,4.0,7500.0
Bannerghatta Road,2 BHK,1179.0,2.0,66.02,2.0,5599.660729431722
Thanisandra,2 BHK,1296.0,2.0,83.0,2.0,6404.320987654321
Kaggadasapura,2 BHK,1275.0,2.0,52.0,2.0,4078.43137254902
Kathriguppe,3 BHK,1400.0,2.0,77.0,3.0,5500.0
Gottigere,2 BHK,1222.0,2.0,63.0,2.0,5155.482815057283
Tumkur Road,3 BHK,1779.0,3.0,112.0,3.0,6295.6717256885895
Haralur Road,2 BHK,1056.0,2.0,61.0,2.0,5776.515151515152
7th Phase JP Nagar,2 BHK,1100.0,2.0,46.0,2.0,4181.818181818182
Arekere,2 BHK,920.0,2.0,40.0,2.0,4347.826086956522
Padmanabhanagar,2 BHK,1176.0,2.0,62.0,2.0,5272.108843537415
other,3 BHK,1352.0,3.0,135.0,3.0,9985.207100591717
Kasavanhalli,3 BHK,1717.0,3.0,99.0,3.0,5765.87070471753
Vittasandra,2 BHK,1246.0,2.0,67.3,2.0,5401.284109149277
Anandapura,2 BHK,1141.0,2.0,42.79,2.0,3750.219106047327
Hennur Road,2 BHK,1157.0,2.0,84.0,2.0,7260.155574762316
Chandapura,2 BHK,1025.0,2.0,27.68,2.0,2700.487804878049
Yelahanka New Town,1 BHK,650.0,1.0,33.0,1.0,5076.923076923077
Hebbal,2 BHK,1349.0,2.0,98.0,2.0,7264.6404744255005
Varthur,2 BHK,1091.0,2.0,34.9,2.0,3198.9000916590285
Rachenahalli,4 BHK,3670.0,4.0,300.0,4.0,8174.386920980926
7th Phase JP Nagar,2 BHK,918.0,2.0,50.49,2.0,5500.0
Yeshwanthpur,4 BHK,1950.0,4.0,130.0,4.0,6666.666666666667
Yelahanka,3 BHK,1705.0,3.0,95.0,3.0,5571.847507331378
Kalyan nagar,3 BHK,1375.0,3.0,75.0,3.0,5454.545454545455
Kanakpura Road,1 BHK,525.0,1.0,30.0,1.0,5714.285714285715
Whitefield,2 BHK,1447.0,2.0,83.0,2.0,5736.005528680028
7th Phase JP Nagar,3 BHK,1450.0,2.0,100.0,3.0,6896.551724137931
Vasanthapura,2 BHK,1022.0,2.0,40.0,2.0,3913.894324853229
Hebbal,2 BHK,1000.0,2.0,45.0,2.0,4500.0
Electronic City,2 BHK,1128.0,2.0,68.75,2.0,6094.858156028369
Kanakpura Road,2 BHK,1339.0,2.0,75.0,2.0,5601.194921583271
7th Phase JP Nagar,2 BHK,1040.0,2.0,39.52,2.0,3800.000000000001
Kadugodi,2 BHK,1198.0,2.0,58.0,2.0,4841.402337228715
other,4 Bedroom,1200.0,3.0,95.0,4.0,7916.666666666667
Sarjapur  Road,3 BHK,1691.0,3.0,113.0,3.0,6682.436428149024
Bannerghatta Road,2 BHK,1122.5,2.0,58.935,2.0,5250.334075723831
Mallasandra,3 BHK,1665.0,3.0,86.58,3.0,5200.0
Brookefield,2 BHK,1142.0,2.0,70.0,2.0,6129.597197898424
other,3 BHK,1976.0,3.0,184.0,3.0,9311.74089068826
Kothannur,3 BHK,1853.0,3.0,82.0,3.0,4425.256341068538
Kasturi Nagar,2 BHK,1567.0,2.0,92.0,2.0,5871.091257179323
Talaghattapura,2 BHK,1090.0,2.0,27.24,2.0,2499.08256880734
Subramanyapura,2 BHK,1200.0,2.0,52.0,2.0,4333.333333333333
Kodichikkanahalli,2 BHK,995.0,2.0,41.0,2.0,4120.603015075377
Magadi Road,2 BHK,884.0,2.0,41.1,2.0,4649.321266968326
KR Puram,2 BHK,1225.0,2.0,46.55,2.0,3800.0
Electronic City,2 BHK,1342.0,2.0,73.3,2.0,5461.997019374068
Uttarahalli,2 BHK,1345.0,2.0,67.0,2.0,4981.412639405205
Kodigehaali,3 BHK,1320.0,3.0,65.0,3.0,4924.242424242424
Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,49.39,2.0,4332.456140350877
Battarahalli,2 BHK,1300.0,2.0,50.0,2.0,3846.153846153846
Hosa Road,3 BHK,1652.0,3.0,85.0,3.0,5145.2784503631965
Arekere,3 BHK,1740.0,2.0,95.0,3.0,5459.770114942528
Electronic City,3 BHK,1360.0,2.0,71.0,3.0,5220.588235294118
Sarjapur  Road,2 BHK,1278.0,2.0,95.0,2.0,7433.489827856025
Electronic City Phase II,1 BHK,630.0,1.0,40.0,1.0,6349.206349206349
other,3 Bedroom,1200.0,3.0,95.0,3.0,7916.666666666667
Chandapura,1 BHK,582.5,1.0,15.135,1.0,2598.283261802575
Hosur Road,5 Bedroom,3300.0,5.0,240.0,5.0,7272.727272727273
Basaveshwara Nagar,5 Bedroom,4500.0,5.0,415.0,5.0,9222.222222222224
Gunjur,3 BHK,1356.0,2.0,66.0,3.0,4867.256637168141
Ramamurthy Nagar,2 BHK,1050.0,2.0,37.0,2.0,3523.809523809524
other,2 BHK,1180.0,2.0,69.0,2.0,5847.457627118644
7th Phase JP Nagar,2 BHK,1070.0,2.0,42.79,2.0,3999.065420560748
Varthur,2 BHK,1385.0,2.0,80.0,2.0,5776.173285198556
Varthur,1 Bedroom,1000.0,1.0,70.0,1.0,7000.0
Whitefield,3 BHK,1897.0,3.0,130.0,3.0,6852.925672113864
Magadi Road,2 BHK,1005.0,2.0,55.78,2.0,5550.248756218905
Green Glen Layout,3 BHK,1575.0,3.0,125.0,3.0,7936.507936507936
Subramanyapura,2 BHK,975.0,2.0,65.0,2.0,6666.666666666667
Hennur Road,3 BHK,1904.0,3.0,120.0,3.0,6302.5210084033615
Kengeri Satellite Town,1 BHK,930.0,1.0,30.0,1.0,3225.8064516129034
Kanakpura Road,1 BHK,525.0,1.0,26.0,1.0,4952.380952380952
other,1 BHK,686.0,1.0,17.0,1.0,2478.134110787172
Electronic City Phase II,2 Bedroom,2400.0,3.0,150.0,2.0,6250.0
Sarjapur  Road,3 Bedroom,2238.0,3.0,140.0,3.0,6255.585344057194
Harlur,2 BHK,1174.0,2.0,69.0,2.0,5877.342419080068
Thubarahalli,4 Bedroom,3800.0,4.0,239.0,4.0,6289.473684210527
Whitefield,3 BHK,2225.0,2.0,125.0,3.0,5617.977528089888
Jigani,2 BHK,918.0,2.0,52.0,2.0,5664.488017429194
Mahadevpura,2 BHK,1250.0,2.0,52.0,2.0,4160.0
Sarjapur  Road,3 BHK,1800.0,3.0,110.0,3.0,6111.111111111111
Marathahalli,2 BHK,1170.0,2.0,53.0,2.0,4529.91452991453
Bannerghatta Road,2 BHK,793.0,2.0,45.0,2.0,5674.653215636822
Jakkur,3 BHK,1710.0,3.0,107.0,3.0,6257.309941520468
Kambipura,3 BHK,1082.0,2.0,57.5,3.0,5314.232902033272
Bellandur,5 BHK,4239.0,5.0,423.0,5.0,9978.768577494691
Konanakunte,2 Bedroom,884.0,1.0,58.0,2.0,6561.085972850678
Hosa Road,2 BHK,1045.0,2.0,98.89,2.0,9463.157894736842
Marathahalli,2 BHK,1019.0,2.0,49.86,2.0,4893.032384690873
Ambedkar Nagar,3 BHK,1935.0,4.0,130.0,3.0,6718.346253229975
Lakshminarayana Pura,3 BHK,1680.0,3.0,150.0,3.0,8928.57142857143
Hebbal,4 BHK,2470.0,5.0,247.0,4.0,10000.0
Attibele,1 BHK,400.0,1.0,11.0,1.0,2750.0
Kundalahalli,2 BHK,1047.0,2.0,82.0,2.0,7831.900668576886
other,2 BHK,1282.0,2.0,87.0,2.0,6786.271450858035
NGR Layout,2 BHK,1020.0,2.0,45.9,2.0,4500.0
Kasavanhalli,4 Bedroom,3260.0,4.0,240.0,4.0,7361.963190184049
other,3 Bedroom,1500.0,2.0,95.0,3.0,6333.333333333333
Sahakara Nagar,3 BHK,1500.0,2.0,95.0,3.0,6333.333333333333
Yelahanka,4 Bedroom,3206.0,5.0,270.0,4.0,8421.70929507174
Hosa Road,3 BHK,1639.0,3.0,80.0,3.0,4881.025015253204
Raja Rajeshwari Nagar,2 BHK,1303.0,2.0,55.79,2.0,4281.657712970069
Kammasandra,1 BHK,657.5,1.0,18.41,1.0,2800.0
other,2 BHK,1300.0,1.0,115.0,2.0,8846.153846153846
Seegehalli,2 BHK,901.0,2.0,35.14,2.0,3900.110987791343
Sarjapur,3 BHK,900.0,2.0,42.0,3.0,4666.666666666667
BEML Layout,2 BHK,1060.0,2.0,55.0,2.0,5188.679245283019
NGR Layout,2 BHK,1020.0,2.0,48.45,2.0,4750.0
Varthur,3 BHK,1535.0,3.0,65.99,3.0,4299.022801302931
other,1 BHK,530.0,1.0,20.0,1.0,3773.5849056603774
other,2 BHK,1350.0,2.0,80.0,2.0,5925.925925925926
Uttarahalli,2 BHK,1175.0,2.0,47.0,2.0,4000.0
Giri Nagar,2 BHK,650.0,2.0,42.0,2.0,6461.538461538462
Marathahalli,2 BHK,1325.0,2.0,71.55,2.0,5400.0
Jakkur,3 BHK,1396.0,2.0,86.51,3.0,6196.991404011461
Thanisandra,3 BHK,1825.0,3.0,100.0,3.0,5479.45205479452
7th Phase JP Nagar,2 BHK,1190.0,2.0,49.98,2.0,4200.0
Marathahalli,2 BHK,1220.0,2.0,56.5,2.0,4631.147540983607
Hennur Road,3 BHK,1891.0,3.0,109.0,3.0,5764.1459545214175
Hosa Road,2 BHK,1161.0,2.0,55.15,2.0,4750.215331610681
Sarjapur,1 BHK,649.5,1.0,17.535,1.0,2699.7690531177827
other,8 Bedroom,2400.0,6.0,125.0,8.0,5208.333333333333
Yeshwanthpur,1 BHK,665.0,1.0,36.85,1.0,5541.353383458647
Mysore Road,2 BHK,1175.0,2.0,73.5,2.0,6255.31914893617
Hoodi,2 BHK,1425.0,2.0,80.0,2.0,5614.035087719299
ITPL,3 Bedroom,1200.0,3.0,56.12,3.0,4676.666666666667
Somasundara Palya,2 BHK,1255.0,2.0,67.0,2.0,5338.645418326693
Hegde Nagar,3 BHK,2112.95,4.0,145.0,3.0,6862.443503159091
Raja Rajeshwari Nagar,1 BHK,600.0,1.0,22.0,1.0,3666.6666666666665
Haralur Road,3 BHK,1810.0,3.0,100.0,3.0,5524.861878453039
Indira Nagar,2 BHK,1200.0,2.0,93.0,2.0,7750.0
Harlur,2 BHK,1033.0,2.0,49.0,2.0,4743.465634075508
ITPL,3 BHK,1548.0,3.0,89.5,3.0,5781.6537467700255
Margondanahalli,2 Bedroom,2400.0,2.0,82.0,2.0,3416.6666666666665
Pattandur Agrahara,2 BHK,1025.0,2.0,44.5,2.0,4341.463414634146
5th Phase JP Nagar,2 BHK,1256.0,2.0,62.8,2.0,5000.0
Whitefield,4 BHK,2268.0,3.0,163.0,4.0,7186.94885361552
other,2 BHK,1141.0,2.0,62.0,2.0,5433.829973707274
Attibele,1 BHK,400.0,1.0,12.0,1.0,3000.0
Chandapura,2 Bedroom,1400.0,2.0,60.0,2.0,4285.714285714285
Sahakara Nagar,2 BHK,1100.0,2.0,56.0,2.0,5090.909090909091
Horamavu Banaswadi,2 BHK,1460.0,2.0,80.5,2.0,5513.698630136986
Rachenahalli,3 BHK,1530.0,2.0,74.5,3.0,4869.281045751634
HSR Layout,2 BHK,1467.0,2.0,55.0,2.0,3749.147920927062
other,1 BHK,950.0,1.0,40.0,1.0,4210.526315789473
Vittasandra,2 BHK,1246.0,2.0,64.5,2.0,5176.565008025682
Kanakapura,1 BHK,711.0,1.0,38.0,1.0,5344.585091420535
Haralur Road,2 BHK,1194.0,2.0,46.0,2.0,3852.596314907873
Hoodi,2 BHK,1420.0,2.0,75.0,2.0,5281.69014084507
Kathriguppe,3 BHK,1250.0,2.0,68.75,3.0,5500.0
Akshaya Nagar,2 BHK,1280.0,2.0,58.0,2.0,4531.25
other,5 Bedroom,1600.0,4.0,125.0,5.0,7812.5
Iblur Village,3 BHK,3235.0,3.0,235.0,3.0,7264.296754250387
HSR Layout,2 BHK,1140.0,2.0,46.0,2.0,4035.0877192982457
Horamavu Agara,3 BHK,1560.0,3.0,75.0,3.0,4807.692307692308
JP Nagar,2 BHK,1100.0,2.0,70.0,2.0,6363.636363636364
Hebbal,2 BHK,1036.0,2.0,50.0,2.0,4826.254826254826
Akshaya Nagar,3 BHK,1662.0,3.0,85.1,3.0,5120.336943441636
Yelachenahalli,3 BHK,1464.0,2.0,105.0,3.0,7172.131147540984
Yelahanka,2 BHK,1234.0,2.0,80.0,2.0,6482.982171799027
Kanakapura,2 BHK,929.0,2.0,46.0,2.0,4951.560818083961
Vasanthapura,2 BHK,1135.0,2.0,39.73,2.0,3500.440528634361
Kanakpura Road,2 BHK,1290.0,2.0,74.0,2.0,5736.434108527132
other,3 BHK,1480.0,3.0,90.0,3.0,6081.081081081081
Banashankari,3 BHK,1470.0,2.0,88.64,3.0,6029.931972789115
Ananth Nagar,1 BHK,500.0,1.0,14.0,1.0,2800.0
other,3 BHK,1600.0,3.0,90.0,3.0,5625.0
Devanahalli,4 Bedroom,6136.0,4.0,560.0,4.0,9126.466753585397
Jigani,2 BHK,918.0,2.0,48.0,2.0,5228.75816993464
other,3 Bedroom,1500.0,3.0,115.0,3.0,7666.666666666667
Yelahanka,2 BHK,1315.0,2.0,85.0,2.0,6463.878326996198
Uttarahalli,3 BHK,1390.0,2.0,62.55,3.0,4500.0
Uttarahalli,3 BHK,1330.0,2.0,56.0,3.0,4210.526315789473
Jalahalli,5 BHK,3100.0,4.0,265.0,5.0,8548.387096774193
other,3 BHK,1824.0,3.0,125.0,3.0,6853.070175438596
7th Phase JP Nagar,3 BHK,1420.0,2.0,96.0,3.0,6760.56338028169
other,1 Bedroom,750.0,1.0,56.25,1.0,7500.0
Jalahalli East,3 BHK,1260.0,2.0,60.0,3.0,4761.9047619047615
Hennur Road,3 BHK,1561.0,3.0,95.0,3.0,6085.842408712364
Haralur Road,2 BHK,1225.0,2.0,67.38,2.0,5500.408163265306
Thanisandra,3 BHK,2144.0,3.0,135.0,3.0,6296.641791044776
Hoodi,3 BHK,1639.0,3.0,110.0,3.0,6711.4093959731545
Thanisandra,3 BHK,1240.0,2.0,62.0,3.0,5000.0
Haralur Road,2 BHK,1243.0,2.0,46.0,2.0,3700.724054706356
Haralur Road,2 BHK,1027.0,2.0,44.0,2.0,4284.323271665044
Kambipura,3 BHK,1082.0,2.0,56.0,3.0,5175.600739371535
Konanakunte,3 BHK,1637.0,3.0,73.0,3.0,4459.376908979842
Electronic City,3 BHK,1691.0,2.0,102.0,3.0,6031.933767001774
Kammanahalli,5 Bedroom,1666.0,4.0,150.0,5.0,9003.60144057623
Choodasandra,2 BHK,1115.0,2.0,50.0,2.0,4484.304932735426
Mysore Road,2 BHK,1070.0,2.0,45.0,2.0,4205.607476635514
Indira Nagar,2 BHK,1128.0,2.0,105.0,2.0,9308.510638297872
Mahadevpura,2 BHK,1192.0,2.0,75.0,2.0,6291.946308724832
Haralur Road,3 BHK,1920.0,3.0,115.0,3.0,5989.583333333333
Hennur,2 BHK,1255.0,2.0,52.32,2.0,4168.924302788844
Rajaji Nagar,2 BHK,1357.0,2.0,115.0,2.0,8474.57627118644
Whitefield,4 Bedroom,2400.0,4.0,200.0,4.0,8333.333333333334
Thanisandra,2 BHK,1093.0,2.0,70.0,2.0,6404.391582799634
Basaveshwara Nagar,3 BHK,1865.0,3.0,145.0,3.0,7774.798927613941
Kaikondrahalli,2 BHK,1039.0,2.0,80.0,2.0,7699.711260827719
Vittasandra,2 BHK,1246.0,2.0,64.5,2.0,5176.565008025682
Electronic City Phase II,2 BHK,775.0,2.0,38.0,2.0,4903.225806451613
Hebbal Kempapura,3 BHK,1800.0,3.0,175.0,3.0,9722.222222222224
Bommasandra,2 BHK,1035.0,2.0,41.0,2.0,3961.352657004831
Dasarahalli,3 BHK,1520.0,2.0,75.0,3.0,4934.210526315789
Whitefield,2 BHK,1360.0,2.0,95.0,2.0,6985.294117647059
other,4 Bedroom,6000.0,5.0,400.0,4.0,6666.666666666667
Kodigehaali,2 BHK,1117.0,2.0,56.0,2.0,5013.428827215756
KR Puram,4 Bedroom,1200.0,4.0,120.0,4.0,10000.0
EPIP Zone,2 BHK,1330.0,2.0,92.5,2.0,6954.887218045113
Marathahalli,3 BHK,1937.0,3.0,160.0,3.0,8260.196179659268
Electronic City,2 BHK,1128.0,2.0,65.49,2.0,5805.851063829787
Neeladri Nagar,2 BHK,1053.0,2.0,45.0,2.0,4273.504273504273
Panathur,2 BHK,1198.0,2.0,77.0,2.0,6427.378964941569
Marathahalli,2 BHK,1152.0,2.0,56.0,2.0,4861.111111111111
Frazer Town,2 BHK,1625.0,2.0,75.0,2.0,4615.384615384615
Kundalahalli,3 BHK,1397.0,3.0,105.0,3.0,7516.105941302791
Kambipura,2 BHK,883.0,2.0,45.0,2.0,5096.262740656852
Kaggalipura,1 BHK,700.0,1.0,38.0,1.0,5428.571428571428
Yelahanka,2 BHK,1170.0,2.0,62.5,2.0,5341.880341880342
other,3 BHK,2400.0,3.0,170.0,3.0,7083.333333333333
Akshaya Nagar,3 BHK,1897.0,3.0,120.0,3.0,6325.77754348972
Rachenahalli,2 BHK,996.0,2.0,67.0,2.0,6726.907630522089
Haralur Road,3 BHK,1875.0,3.0,110.0,3.0,5866.666666666667
other,3 BHK,1500.0,2.0,98.0,3.0,6533.333333333333
Yelahanka,1 BHK,697.0,1.0,45.0,1.0,6456.241032998565
Sarjapur  Road,1 BHK,710.0,1.0,27.0,1.0,3802.8169014084506
Sompura,3 BHK,1025.0,2.0,48.0,3.0,4682.926829268293
Magadi Road,2 BHK,1000.0,2.0,46.5,2.0,4650.0
Sarjapur  Road,4 BHK,3335.0,5.0,300.0,4.0,8995.502248875562
Bellandur,2 BHK,1281.0,2.0,74.0,2.0,5776.736924277908
Cooke Town,1 BHK,565.0,1.0,35.0,1.0,6194.690265486725
Varthur,2 BHK,1024.0,2.0,42.0,2.0,4101.5625
Banashankari,3 BHK,1300.0,2.0,75.0,3.0,5769.2307692307695
Doddakallasandra,2 BHK,1233.0,2.0,43.0,2.0,3487.42903487429
other,1 Bedroom,1200.0,1.0,28.0,1.0,2333.333333333333
Hosur Road,3 BHK,1510.0,2.0,105.0,3.0,6953.64238410596
Kaggalipura,2 BHK,950.0,2.0,65.0,2.0,6842.105263157895
Battarahalli,3 BHK,1945.0,3.0,97.42,3.0,5008.740359897172
Uttarahalli,2 BHK,1008.0,2.0,45.0,2.0,4464.285714285715
Thanisandra,3 BHK,1265.0,2.0,79.0,3.0,6245.059288537549
Hebbal,3 BHK,1255.0,2.0,77.68,3.0,6189.641434262949
Yelenahalli,2 BHK,1200.0,2.0,46.17,2.0,3847.5
Kudlu Gate,3 BHK,1535.0,3.0,85.0,3.0,5537.459283387622
other,3 Bedroom,1500.0,3.0,100.0,3.0,6666.666666666667
Chamrajpet,3 BHK,1475.0,2.0,120.0,3.0,8135.593220338983
Uttarahalli,3 BHK,1390.0,2.0,60.47,3.0,4350.359712230216
