location,total_sqft,bath,price,BHK,price_per_sqft
Varthur Road,2760.0,4.0,155.0,4,5615.942028985507
5th Phase JP Nagar,1070.0,2.0,39.0,2,3644.859813084112
Uttarahalli,1101.0,2.0,45.0,2,4087.193460490463
other,775.0,2.0,55.0,2,7096.774193548387
Yeshwanthpur,667.0,1.0,36.85,1,5524.737631184408
Electronic City,1070.0,2.0,55.0,2,5140.186915887851
Kundalahalli,735.0,2.0,57.99,2,7889.795918367346
Marathahalli,1215.0,2.0,67.0,2,5514.40329218107
Vishwapriya Layout,820.0,2.0,30.0,2,3658.5365853658536
Banashankari Stage VI,1177.5,2.0,59.935,2,5090.0212314225055
Battarahalli,1779.0,3.0,89.61,3,5037.099494097808
other,1105.0,2.0,58.0,2,5248.868778280543
Jalahalli,1694.0,2.0,150.0,2,8854.78158205431
Hosakerehalli,2376.0,3.0,203.0,3,8543.771043771043
Cox Town,1975.0,3.0,150.0,3,7594.93670886076
Kammasandra,674.0,2.0,33.0,2,4896.142433234421
Kaggadasapura,1185.0,2.0,41.0,2,3459.915611814346
HSR Layout,1475.0,3.0,75.0,3,5084.745762711865
Gottigere,1618.0,3.0,82.5,3,5098.887515451174
Koramangala,1120.0,2.0,65.0,2,5803.571428571428
Marathahalli,2181.0,3.0,152.0,4,6969.280146721688
Vidyaranyapura,1200.0,4.0,90.0,4,7500.0
Bannerghatta Road,1179.0,2.0,66.02,2,5599.660729431722
Thanisandra,1296.0,2.0,83.0,2,6404.320987654321
Kaggadasapura,1275.0,2.0,52.0,2,4078.43137254902
Kathriguppe,1400.0,2.0,77.0,3,5500.0
Gottigere,1222.0,2.0,63.0,2,5155.482815057283
Tumkur Road,1779.0,3.0,112.0,3,6295.6717256885895
Haralur Road,1056.0,2.0,61.0,2,5776.515151515152
7th Phase JP Nagar,1100.0,2.0,46.0,2,4181.818181818182
Arekere,920.0,2.0,40.0,2,4347.826086956522
Padmanabhanagar,1176.0,2.0,62.0,2,5272.108843537415
other,1352.0,3.0,135.0,3,9985.207100591717
Kasavanhalli,1717.0,3.0,99.0,3,5765.87070471753
Vittasandra,1246.0,2.0,67.3,2,5401.284109149277
Anandapura,1141.0,2.0,42.79,2,3750.219106047327
Hennur Road,1157.0,2.0,84.0,2,7260.155574762316
Chandapura,1025.0,2.0,27.68,2,2700.487804878049
Yelahanka New Town,650.0,1.0,33.0,1,5076.923076923077
Hebbal,1349.0,2.0,98.0,2,7264.6404744255005
Varthur,1091.0,2.0,34.9,2,3198.9000916590285
Rachenahalli,3670.0,4.0,300.0,4,8174.386920980926
7th Phase JP Nagar,918.0,2.0,50.49,2,5500.0
Yeshwanthpur,1950.0,4.0,130.0,4,6666.666666666667
Yelahanka,1705.0,3.0,95.0,3,5571.847507331378
Kalyan nagar,1375.0,3.0,75.0,3,5454.545454545455
Kanakpura Road,525.0,1.0,30.0,1,5714.285714285715
Whitefield,1447.0,2.0,83.0,2,5736.005528680028
7th Phase JP Nagar,1450.0,2.0,100.0,3,6896.551724137931
Vasanthapura,1022.0,2.0,40.0,2,3913.894324853229
Hebbal,1000.0,2.0,45.0,2,4500.0
Electronic City,1128.0,2.0,68.75,2,6094.858156028369
Kanakpura Road,1339.0,2.0,75.0,2,5601.194921583271
7th Phase JP Nagar,1040.0,2.0,39.52,2,3800.000000000001
Kadugodi,1198.0,2.0,58.0,2,4841.402337228715
other,1200.0,3.0,95.0,4,7916.666666666667
Sarjapur  Road,1691.0,3.0,113.0,3,6682.436428149024
Bannerghatta Road,1122.5,2.0,58.935,2,5250.334075723831
Brookefield,1142.0,2.0,70.0,2,6129.597197898424
other,1976.0,3.0,184.0,3,9311.74089068826
other,5500.0,4.0,600.0,4,10909.09090909091
Kothannur,1853.0,3.0,82.0,3,4425.256341068538
Kasturi Nagar,1567.0,2.0,92.0,2,5871.091257179323
Talaghattapura,1090.0,2.0,27.24,2,2499.08256880734
Subramanyapura,1200.0,2.0,52.0,2,4333.333333333333
Kodichikkanahalli,995.0,2.0,41.0,2,4120.603015075377
Magadi Road,884.0,2.0,41.1,2,4649.321266968326
KR Puram,1225.0,2.0,46.55,2,3800.0
Electronic City,1342.0,2.0,73.3,2,5461.997019374068
Uttarahalli,1345.0,2.0,67.0,2,4981.412639405205
Kodigehaali,1320.0,3.0,65.0,3,4924.242424242424
Raja Rajeshwari Nagar,1140.0,2.0,49.39,2,4332.456140350877
Battarahalli,1300.0,2.0,50.0,2,3846.153846153846
Hosa Road,1652.0,3.0,85.0,3,5145.2784503631965
Arekere,1740.0,2.0,95.0,3,5459.770114942528
Electronic City,1360.0,2.0,71.0,3,5220.588235294118
Sarjapur  Road,1278.0,2.0,95.0,2,7433.489827856025
Electronic City Phase II,630.0,1.0,40.0,1,6349.206349206349
other,1200.0,3.0,95.0,3,7916.666666666667
Chandapura,582.5,1.0,15.135,1,2598.283261802575
Hosur Road,3300.0,5.0,240.0,5,7272.727272727273
Basaveshwara Nagar,4500.0,5.0,415.0,5,9222.222222222224
Gunjur,1356.0,2.0,66.0,3,4867.256637168141
Ramamurthy Nagar,1050.0,2.0,37.0,2,3523.809523809524
other,1180.0,2.0,69.0,2,5847.457627118644
7th Phase JP Nagar,1070.0,2.0,42.79,2,3999.065420560748
Varthur,1385.0,2.0,80.0,2,5776.173285198556
Varthur,1000.0,1.0,70.0,1,7000.0
Whitefield,1897.0,3.0,130.0,3,6852.925672113864
Magadi Road,1005.0,2.0,55.78,2,5550.248756218905
Green Glen Layout,1575.0,3.0,125.0,3,7936.507936507936
Subramanyapura,975.0,2.0,65.0,2,6666.666666666667
Hennur Road,1904.0,3.0,120.0,3,6302.5210084033615
Kengeri Satellite Town,930.0,1.0,30.0,1,3225.8064516129034
Kanakpura Road,525.0,1.0,26.0,1,4952.380952380952
other,686.0,1.0,17.0,1,2478.134110787172
Electronic City Phase II,2400.0,3.0,150.0,2,6250.0
Sarjapur  Road,2238.0,3.0,140.0,3,6255.585344057194
Harlur,1174.0,2.0,69.0,2,5877.342419080068
Thubarahalli,3800.0,4.0,239.0,4,6289.473684210527
Whitefield,2225.0,2.0,125.0,3,5617.977528089888
Jigani,918.0,2.0,52.0,2,5664.488017429194
Mahadevpura,1250.0,2.0,52.0,2,4160.0
Sarjapur  Road,1800.0,3.0,110.0,3,6111.111111111111
Marathahalli,1170.0,2.0,53.0,2,4529.91452991453
Bannerghatta Road,793.0,2.0,45.0,2,5674.653215636822
Jakkur,1710.0,3.0,107.0,3,6257.309941520468
Kambipura,1082.0,2.0,57.5,3,5314.232902033272
Bellandur,4239.0,5.0,423.0,5,9978.768577494691
Konanakunte,884.0,1.0,58.0,2,6561.085972850678
Hosa Road,1045.0,2.0,98.89,2,9463.157894736842
Marathahalli,1019.0,2.0,49.86,2,4893.032384690873
Ambedkar Nagar,1935.0,4.0,130.0,3,6718.346253229975
Lakshminarayana Pura,1680.0,3.0,150.0,3,8928.57142857143
Hebbal,2470.0,5.0,247.0,4,10000.0
Ramamurthy Nagar,1800.0,4.0,187.0,5,10388.888888888889
Attibele,400.0,1.0,11.0,1,2750.0
Kundalahalli,1047.0,2.0,82.0,2,7831.900668576886
other,1282.0,2.0,87.0,2,6786.271450858035
NGR Layout,1020.0,2.0,45.9,2,4500.0
Kasavanhalli,3260.0,4.0,240.0,4,7361.963190184049
other,1500.0,2.0,95.0,3,6333.333333333333
Sahakara Nagar,1500.0,2.0,95.0,3,6333.333333333333
Yelahanka,3206.0,5.0,270.0,4,8421.70929507174
Hosa Road,1639.0,3.0,80.0,3,4881.025015253204
Raja Rajeshwari Nagar,1303.0,2.0,55.79,2,4281.657712970069
Koramangala,1005.0,1.0,110.0,2,10945.273631840795
Kammasandra,657.5,1.0,18.41,1,2800.0
other,1300.0,1.0,115.0,2,8846.153846153846
Seegehalli,901.0,2.0,35.14,2,3900.110987791343
Sarjapur,900.0,2.0,42.0,3,4666.666666666667
BEML Layout,1060.0,2.0,55.0,2,5188.679245283019
NGR Layout,1020.0,2.0,48.45,2,4750.0
Varthur,1535.0,3.0,65.99,3,4299.022801302931
other,530.0,1.0,20.0,1,3773.5849056603774
other,1350.0,2.0,80.0,2,5925.925925925926
Uttarahalli,1175.0,2.0,47.0,2,4000.0
Giri Nagar,650.0,2.0,42.0,2,6461.538461538462
Marathahalli,1325.0,2.0,71.55,2,5400.0
Jakkur,1396.0,2.0,86.51,3,6196.991404011461
Rachenahalli,1050.0,2.0,52.07,2,4959.047619047619
Thanisandra,1825.0,3.0,100.0,3,5479.45205479452
7th Phase JP Nagar,1190.0,2.0,49.98,2,4200.0
Marathahalli,1220.0,2.0,56.5,2,4631.147540983607
Hennur Road,1891.0,3.0,109.0,3,5764.1459545214175
Hosa Road,1161.0,2.0,55.15,2,4750.215331610681
Sarjapur,649.5,1.0,17.535,1,2699.7690531177827
Yeshwanthpur,665.0,1.0,36.85,1,5541.353383458647
Mysore Road,1175.0,2.0,73.5,2,6255.31914893617
Hoodi,1425.0,2.0,80.0,2,5614.035087719299
Chikkabanavar,1200.0,1.0,20.0,1,1666.6666666666667
ITPL,1200.0,3.0,56.12,3,4676.666666666667
Somasundara Palya,1255.0,2.0,67.0,2,5338.645418326693
Hegde Nagar,2112.95,4.0,145.0,3,6862.443503159091
Raja Rajeshwari Nagar,600.0,1.0,22.0,1,3666.6666666666665
Haralur Road,1810.0,3.0,100.0,3,5524.861878453039
Indira Nagar,1200.0,2.0,93.0,2,7750.0
Harlur,1033.0,2.0,49.0,2,4743.465634075508
ITPL,1548.0,3.0,89.5,3,5781.6537467700255
Margondanahalli,2400.0,2.0,82.0,2,3416.6666666666665
Pattandur Agrahara,1025.0,2.0,44.5,2,4341.463414634146
5th Phase JP Nagar,1256.0,2.0,62.8,2,5000.0
Whitefield,2268.0,3.0,163.0,4,7186.94885361552
other,1141.0,2.0,62.0,2,5433.829973707274
Attibele,400.0,1.0,12.0,1,3000.0
Chandapura,1400.0,2.0,60.0,2,4285.714285714285
Sahakara Nagar,1100.0,2.0,56.0,2,5090.909090909091
Horamavu Banaswadi,1460.0,2.0,80.5,2,5513.698630136986
Rachenahalli,1530.0,2.0,74.5,3,4869.281045751634
HSR Layout,1467.0,2.0,55.0,2,3749.147920927062
other,950.0,1.0,40.0,1,4210.526315789473
Vittasandra,1246.0,2.0,64.5,2,5176.565008025682
Kanakapura,711.0,1.0,38.0,1,5344.585091420535
Haralur Road,1194.0,2.0,46.0,2,3852.596314907873
Nagasandra,1500.0,5.0,130.0,6,8666.666666666666
Hoodi,1420.0,2.0,75.0,2,5281.69014084507
Kathriguppe,1250.0,2.0,68.75,3,5500.0
Akshaya Nagar,1280.0,2.0,58.0,2,4531.25
other,1600.0,4.0,125.0,5,7812.5
Rachenahalli,1050.0,2.0,55.5,2,5285.714285714285
Iblur Village,3235.0,3.0,235.0,3,7264.296754250387
HSR Layout,1140.0,2.0,46.0,2,4035.0877192982457
Horamavu Agara,1560.0,3.0,75.0,3,4807.692307692308
JP Nagar,1100.0,2.0,70.0,2,6363.636363636364
Hebbal,1036.0,2.0,50.0,2,4826.254826254826
Akshaya Nagar,1662.0,3.0,85.1,3,5120.336943441636
Yelachenahalli,1464.0,2.0,105.0,3,7172.131147540984
Yelahanka,1234.0,2.0,80.0,2,6482.982171799027
other,915.0,4.0,54.9,4,6000.0
Hebbal,3900.0,4.0,410.0,4,10512.820512820514
Kanakapura,929.0,2.0,46.0,2,4951.560818083961
Vasanthapura,1135.0,2.0,39.73,2,3500.440528634361
Kanakpura Road,1290.0,2.0,74.0,2,5736.434108527132
other,1480.0,3.0,90.0,3,6081.081081081081
Banashankari,1470.0,2.0,88.64,3,6029.931972789115
Ananth Nagar,500.0,1.0,14.0,1,2800.0
other,1600.0,3.0,90.0,3,5625.0
Channasandra,1340.0,2.0,48.33,3,3606.716417910448
Devanahalli,6136.0,4.0,560.0,4,9126.466753585397
Jigani,918.0,2.0,48.0,2,5228.75816993464
other,1500.0,3.0,115.0,3,7666.666666666667
Yelahanka,1315.0,2.0,85.0,2,6463.878326996198
Uttarahalli,1390.0,2.0,62.55,3,4500.0
Uttarahalli,1330.0,2.0,56.0,3,4210.526315789473
Jalahalli,3100.0,4.0,265.0,5,8548.387096774193
other,1824.0,3.0,125.0,3,6853.070175438596
7th Phase JP Nagar,1420.0,2.0,96.0,3,6760.56338028169
other,750.0,1.0,56.25,1,7500.0
Jalahalli East,1260.0,2.0,60.0,3,4761.9047619047615
Hennur Road,1561.0,3.0,95.0,3,6085.842408712364
Haralur Road,1225.0,2.0,67.38,2,5500.408163265306
Thanisandra,2144.0,3.0,135.0,3,6296.641791044776
Hoodi,1639.0,3.0,110.0,3,6711.4093959731545
Thanisandra,1240.0,2.0,62.0,3,5000.0
Haralur Road,1243.0,2.0,46.0,2,3700.724054706356
Haralur Road,1027.0,2.0,44.0,2,4284.323271665044
Kambipura,1082.0,2.0,56.0,3,5175.600739371535
Konanakunte,1637.0,3.0,73.0,3,4459.376908979842
Electronic City,1691.0,2.0,102.0,3,6031.933767001774
Kammanahalli,1666.0,4.0,150.0,5,9003.60144057623
Choodasandra,1115.0,2.0,50.0,2,4484.304932735426
Mysore Road,1070.0,2.0,45.0,2,4205.607476635514
Indira Nagar,1128.0,2.0,105.0,2,9308.510638297872
Mahadevpura,1192.0,2.0,75.0,2,6291.946308724832
Haralur Road,1920.0,3.0,115.0,3,5989.583333333333
Hennur,1255.0,2.0,52.32,2,4168.924302788844
Rajaji Nagar,1357.0,2.0,115.0,2,8474.57627118644
Whitefield,2400.0,4.0,200.0,4,8333.333333333334
Thanisandra,1093.0,2.0,70.0,2,6404.391582799634
Basaveshwara Nagar,1865.0,3.0,145.0,3,7774.798927613941
Kaikondrahalli,1039.0,2.0,80.0,2,7699.711260827719
Vittasandra,1246.0,2.0,64.5,2,5176.565008025682
Electronic City Phase II,775.0,2.0,38.0,2,4903.225806451613
Hebbal Kempapura,1800.0,3.0,175.0,3,9722.222222222224
Bommasandra,1035.0,2.0,41.0,2,3961.352657004831
Dasarahalli,1520.0,2.0,75.0,3,4934.210526315789
Whitefield,1360.0,2.0,95.0,2,6985.294117647059
other,6000.0,5.0,400.0,4,6666.666666666667
Kodigehaali,1117.0,2.0,56.0,2,5013.428827215756
KR Puram,1200.0,4.0,120.0,4,10000.0
EPIP Zone,1330.0,2.0,92.5,2,6954.887218045113
Marathahalli,1937.0,3.0,160.0,3,8260.196179659268
Electronic City,1128.0,2.0,65.49,2,5805.851063829787
Neeladri Nagar,1053.0,2.0,45.0,2,4273.504273504273
Panathur,1198.0,2.0,77.0,2,6427.378964941569
Marathahalli,1152.0,2.0,56.0,2,4861.111111111111
Frazer Town,1625.0,2.0,75.0,2,4615.384615384615
Kundalahalli,1397.0,3.0,105.0,3,7516.105941302791
Kambipura,883.0,2.0,45.0,2,5096.262740656852
Kaggalipura,700.0,1.0,38.0,1,5428.571428571428
Yelahanka,1170.0,2.0,62.5,2,5341.880341880342
other,2400.0,3.0,170.0,3,7083.333333333333
Akshaya Nagar,1897.0,3.0,120.0,3,6325.77754348972
Rachenahalli,996.0,2.0,67.0,2,6726.907630522089
Haralur Road,1875.0,3.0,110.0,3,5866.666666666667
other,1500.0,2.0,98.0,3,6533.333333333333
Yelahanka,697.0,1.0,45.0,1,6456.241032998565
Sarjapur  Road,710.0,1.0,27.0,1,3802.8169014084506
Sompura,1025.0,2.0,48.0,3,4682.926829268293
Magadi Road,1000.0,2.0,46.5,2,4650.0
Sarjapur  Road,3335.0,5.0,300.0,4,8995.502248875562
Bellandur,1281.0,2.0,74.0,2,5776.736924277908
Cooke Town,565.0,1.0,35.0,1,6194.690265486725
Varthur,1024.0,2.0,42.0,2,4101.5625
Banashankari,1300.0,2.0,75.0,3,5769.2307692307695
Doddakallasandra,1233.0,2.0,43.0,2,3487.42903487429
other,1200.0,1.0,28.0,1,2333.333333333333
Hosur Road,1510.0,2.0,105.0,3,6953.64238410596
Kaggalipura,950.0,2.0,65.0,2,6842.105263157895
Battarahalli,1945.0,3.0,97.42,3,5008.740359897172
Uttarahalli,1008.0,2.0,45.0,2,4464.285714285715
Thanisandra,1265.0,2.0,79.0,3,6245.059288537549
Hebbal,1255.0,2.0,77.68,3,6189.641434262949
Yelenahalli,1200.0,2.0,46.17,2,3847.5
Kudlu Gate,1535.0,3.0,85.0,3,5537.459283387622
other,1500.0,3.0,100.0,3,6666.666666666667
Chamrajpet,1475.0,2.0,120.0,3,8135.593220338983
Uttarahalli,1390.0,2.0,60.47,3,4350.359712230216
Raja Rajeshwari Nagar,1278.0,2.0,53.76,3,4206.572769953052
other,1560.0,5.0,145.0,5,9294.871794871797
Kogilu,1170.0,2.0,51.99,2,4443.589743589743
Whitefield,1697.0,3.0,94.79,3,5585.739540365351
Thanisandra,1651.0,3.0,97.38,3,5898.24348879467
OMBR Layout,1078.0,2.0,65.0,2,6029.684601113173
Kasavanhalli,1349.0,2.0,78.0,2,5782.060785767235
7th Phase JP Nagar,1680.0,3.0,120.0,3,7142.857142857143
Rayasandra,1314.0,2.0,63.0,3,4794.520547945205
Garudachar Palya,1060.0,2.0,48.7,2,4594.33962264151
Kalyan nagar,820.0,2.0,39.0,2,4756.09756097561
Whitefield,5000.0,4.0,400.0,4,8000.0
ITPL,1200.0,3.0,68.4,3,5700.000000000001
Yelahanka New Town,500.0,1.0,20.0,1,4000.0
other,485.0,1.0,15.0,1,3092.783505154639
7th Phase JP Nagar,1050.0,2.0,42.0,2,4000.0
Devanahalli,1408.0,2.0,85.0,2,6036.931818181818
Uttarahalli,1150.0,2.0,49.0,2,4260.869565217391
Akshaya Nagar,1410.0,2.0,75.0,3,5319.148936170212
Kaggadasapura,2150.0,4.0,100.0,4,4651.162790697675
Ramamurthy Nagar,1040.0,2.0,50.0,2,4807.692307692308
TC Palaya,1240.0,2.0,60.0,2,4838.709677419355
Lakshminarayana Pura,1180.0,2.0,75.0,2,6355.932203389831
Abbigere,2200.0,6.0,68.0,6,3090.909090909091
Bannerghatta Road,1400.0,2.0,78.0,2,5571.428571428572
Raja Rajeshwari Nagar,500.0,1.0,25.0,1,5000.0
Whitefield,4800.0,4.0,525.0,4,10937.5
Sarjapur  Road,1984.0,4.0,146.0,3,7358.870967741936
Whitefield,3000.0,5.0,250.0,4,8333.333333333334
Garudachar Palya,1960.0,3.0,160.0,3,8163.265306122449
Whitefield,1700.0,3.0,115.0,3,6764.705882352941
Hosakerehalli,3024.0,5.0,248.0,4,8201.0582010582
Tumkur Road,1586.0,3.0,100.0,3,6305.170239596469
Chikka Tirupathi,2325.0,4.0,120.0,4,5161.290322580645
Yelahanka,1120.0,2.0,55.0,2,4910.714285714285
Sarjapur  Road,1128.0,2.0,59.0,2,5230.49645390071
Jigani,924.0,2.0,65.0,2,7034.632034632034
Pai Layout,1006.0,2.0,35.0,2,3479.1252485089462
Amruthahalli,1200.0,2.0,55.0,2,4583.333333333333
other,1200.0,3.0,130.0,3,10833.333333333334
Kannamangala,957.0,2.0,56.0,2,5851.619644723093
other,1050.0,2.0,67.0,2,6380.952380952381
Whitefield,2842.0,3.0,162.0,3,5700.2111189303305
Electronics City Phase 1,630.0,1.0,39.0,1,6190.476190476191
Kanakpura Road,1542.0,2.0,85.0,3,5512.321660181582
Haralur Road,2750.0,4.0,220.0,4,8000.0
Iblur Village,3596.0,5.0,290.0,4,8064.516129032258
Kengeri Satellite Town,1635.0,2.0,78.0,3,4770.642201834862
Mysore Road,1239.0,2.0,53.0,2,4277.643260694108
Haralur Road,1194.0,2.0,47.0,2,3936.348408710218
other,1596.0,3.0,105.0,3,6578.9473684210525
Channasandra,1009.0,2.0,38.34,2,3799.8017839445
Hosa Road,1726.0,3.0,81.99,3,4750.289687137891
Kudlu Gate,1535.0,3.0,86.0,3,5602.605863192182
Banashankari Stage V,1300.0,2.0,58.5,3,4500.0
Binny Pete,665.0,1.0,50.75,1,7631.578947368421
TC Palaya,1500.0,2.0,100.0,3,6666.666666666667
other,925.0,2.0,48.0,2,5189.189189189189
Old Airport Road,3356.0,4.0,251.0,4,7479.141835518474
Begur,1419.0,2.0,59.0,3,4157.85764622974
Kasavanhalli,1121.0,2.0,78.0,2,6958.07314897413
KR Puram,1100.0,2.0,47.0,2,4272.727272727273
Old Airport Road,1206.0,2.0,75.0,2,6218.905472636816
Rachenahalli,680.0,1.0,44.0,1,6470.588235294118
Hebbal,1355.0,3.0,83.87,3,6189.667896678967
Electronic City,1070.0,2.0,56.1,2,5242.990654205608
other,1200.0,3.0,85.0,3,7083.333333333333
Electronic City,2000.0,4.0,120.0,4,6000.0
Bommanahalli,1200.0,2.0,40.0,2,3333.333333333333
Marathahalli,1610.0,3.0,90.0,3,5590.062111801242
Haralur Road,1140.0,2.0,43.0,2,3771.929824561404
Raja Rajeshwari Nagar,1143.0,2.0,38.65,2,3381.4523184601926
Rachenahalli,1530.0,2.0,74.4,3,4862.745098039216
7th Phase JP Nagar,980.0,2.0,69.0,2,7040.816326530612
Whitefield,1500.0,3.0,130.0,3,8666.666666666666
Whitefield,1280.0,2.0,75.0,2,5859.375
Thanisandra,1265.0,2.0,85.0,2,6719.367588932806
other,1132.0,2.0,67.0,2,5918.727915194347
JP Nagar,940.0,2.0,49.0,2,5212.765957446809
other,1515.0,3.0,88.0,3,5808.580858085808
Electronic City,890.0,2.0,45.0,2,5056.179775280899
other,1655.0,3.0,86.06,3,5200.0
Hennur Road,2060.0,3.0,149.0,3,7233.009708737864
Bommanahalli,1730.0,3.0,96.0,3,5549.132947976878
Yelahanka,2195.0,4.0,127.0,3,5785.876993166287
Kathriguppe,1650.0,3.0,125.0,3,7575.757575757576
KR Puram,1200.0,2.0,71.0,2,5916.666666666667
Hosa Road,1079.0,2.0,32.37,2,2999.9999999999995
Panathur,1085.0,2.0,36.0,2,3317.9723502304146
Yelahanka,1075.0,2.0,51.5,2,4790.697674418605
other,1380.0,2.0,80.0,2,5797.101449275362
Thubarahalli,1200.0,2.0,78.0,2,6500.0
Benson Town,3200.0,4.0,350.0,3,10937.5
Hoodi,1639.0,3.0,98.32,3,5998.779743746187
Vijayanagar,1739.0,3.0,116.0,3,6670.500287521564
Old Madras Road,935.0,2.0,32.72,2,3499.4652406417117
2nd Phase Judicial Layout,1450.0,2.0,50.75,3,3500.0
BEML Layout,999.0,2.0,45.0,2,4504.504504504504
Amruthahalli,4400.0,3.0,475.0,2,10795.454545454546
Marathahalli,1350.0,4.0,135.0,5,10000.0
Kothannur,1100.0,2.0,40.0,2,3636.363636363637
Koramangala,1835.0,2.0,155.0,3,8446.866485013625
Lingadheeranahalli,1519.0,3.0,93.0,3,6122.448979591837
Dommasandra,1267.0,3.0,56.0,3,4419.889502762431
Sanjay nagar,1150.0,2.0,72.2,2,6278.260869565217
Marathahalli,1146.0,2.0,70.0,2,6108.202443280978
other,2200.0,3.0,187.0,3,8500.0
other,3329.0,3.0,330.0,3,9912.886752778611
Electronics City Phase 1,785.0,1.0,55.0,1,7006.369426751592
Hebbal Kempapura,2900.0,4.0,300.0,3,10344.827586206897
Raja Rajeshwari Nagar,1610.0,3.0,74.0,3,4596.273291925466
Bellandur,921.0,2.0,40.0,2,4343.105320304017
Sarjapur  Road,1700.0,3.0,110.0,3,6470.588235294118
Sarjapur,1020.0,2.0,35.0,2,3431.372549019608
Billekahalli,1090.0,2.0,52.0,2,4770.642201834862
other,3600.0,4.0,300.0,4,8333.333333333334
Haralur Road,1027.0,2.0,44.0,2,4284.323271665044
Doddathoguru,850.0,2.0,25.0,2,2941.176470588235
Harlur,1197.0,2.0,84.0,2,7017.543859649123
Poorna Pragna Layout,920.0,2.0,39.55,2,4298.91304347826
Raja Rajeshwari Nagar,1105.0,2.0,65.0,2,5882.35294117647
Judicial Layout,1300.0,3.0,64.0,3,4923.076923076923
Horamavu Agara,755.0,2.0,37.49,2,4965.562913907284
Nagasandra,4050.0,5.0,140.0,5,3456.7901234567903
Bannerghatta Road,1215.0,2.0,50.0,2,4115.22633744856
Banashankari Stage III,1145.0,2.0,58.4,2,5100.436681222707
other,1093.0,2.0,65.0,2,5946.935041171088
Bannerghatta Road,1654.0,3.0,100.0,3,6045.949214026602
NGR Layout,1105.0,2.0,52.48,2,4749.321266968326
Devanahalli,1010.0,2.0,51.0,2,5049.504950495049
other,750.0,2.0,75.0,3,10000.0
other,1535.0,3.0,95.0,3,6188.9250814332245
Anekal,620.0,2.0,22.0,2,3548.3870967741937
Horamavu Agara,982.0,2.0,47.65,2,4852.34215885947
Banashankari Stage II,1700.0,2.0,150.0,2,8823.529411764706
JP Nagar,2500.0,3.0,135.0,3,5400.0
Yelahanka New Town,440.0,1.0,16.5,1,3750.0
Yelahanka,1614.0,3.0,95.0,3,5885.997521685255
Neeladri Nagar,1363.0,2.0,68.0,2,4988.994864269993
Kogilu,650.0,2.0,28.0,2,4307.692307692308
Horamavu Banaswadi,1156.0,2.0,46.0,2,3979.2387543252594
other,1100.0,2.0,62.7,2,5700.0
KR Puram,1200.0,2.0,90.0,2,7500.0
Kadugodi,1890.0,4.0,127.0,3,6719.576719576719
Hebbal Kempapura,3522.0,3.0,380.0,3,10789.3242475866
HRBR Layout,1440.0,2.0,98.0,2,6805.555555555556
Kodichikkanahalli,650.0,1.0,38.0,1,5846.153846153846
Budigere,764.0,1.0,32.0,1,4188.48167539267
Singasandra,1030.0,2.0,55.0,2,5339.805825242718
other,1100.0,2.0,60.0,2,5454.545454545455
Thigalarapalya,1200.0,2.0,65.0,2,5416.666666666667
Begur Road,1200.0,2.0,43.2,2,3600.0
Kasturi Nagar,1080.0,2.0,80.0,2,7407.407407407408
Hebbal Kempapura,2280.0,5.0,200.0,5,8771.929824561403
Akshaya Nagar,1360.0,2.0,85.0,3,6250.0
Jakkur,1865.0,3.0,124.0,3,6648.793565683646
Sarjapur  Road,1157.0,2.0,75.0,3,6482.281763180639
Kammasandra,674.0,2.0,29.0,2,4302.670623145401
Whitefield,1405.0,2.0,78.0,3,5551.601423487545
Begur Road,1160.0,2.0,44.08,2,3800.0
other,1600.0,3.0,172.0,4,10750.0
Hebbal,1790.0,3.0,127.0,3,7094.972067039106
Electronic City,1128.0,2.0,65.65,2,5820.035460992909
Panathur,1180.0,2.0,70.0,2,5932.203389830508
other,1450.0,2.0,85.0,3,5862.068965517241
Kengeri,340.0,1.0,10.0,1,2941.176470588235
other,2000.0,3.0,166.0,4,8300.0
Rachenahalli,1050.0,2.0,53.5,2,5095.238095238095
Varthur,1125.0,2.0,40.0,2,3555.555555555556
Vittasandra,1246.0,2.0,68.0,2,5457.463884430176
HSR Layout,1372.0,2.0,61.0,2,4446.064139941691
Uttarahalli,1330.0,2.0,56.0,3,4210.526315789473
Dasarahalli,1300.0,2.0,55.0,2,4230.769230769231
Channasandra,1065.0,2.0,35.0,2,3286.384976525821
Hebbal,687.325,2.0,42.72,2,6215.40028370858
Uttarahalli,1200.0,2.0,44.0,2,3666.6666666666665
other,1756.0,3.0,100.0,3,5694.760820045558
Yelahanka,628.0,1.0,24.0,1,3821.6560509554142
5th Phase JP Nagar,1207.0,2.0,63.0,2,5219.552609776305
Kalena Agrahara,1765.0,3.0,125.0,3,7082.152974504249
other,1532.0,3.0,92.0,3,6005.221932114882
other,1650.0,3.0,110.0,3,6666.666666666667
Horamavu Banaswadi,1200.0,4.0,105.0,4,8750.0
Bhoganhalli,804.1,2.0,69.09,2,8592.214898644446
Doddathoguru,1200.0,2.0,75.0,2,6250.0
Kengeri,1197.0,2.0,50.0,2,4177.109440267335
other,1200.0,2.0,66.0,2,5500.0
Whitefield,2225.0,3.0,115.0,3,5168.539325842697
other,1525.0,2.0,122.0,3,8000.0
Ananth Nagar,1100.0,2.0,31.5,2,2863.6363636363635
Attibele,400.0,1.0,14.0,1,3500.0
